"Land","Jahr","Kategorie","Wert"
"Tschechien",2012,"KM7",0
"Türkei",2012,"KM7",0
"Ukraine",2012,"KM7",0
"Ungarn",2012,"KM7",1648
"Zypern",2012,"KM7",0
"Botswana",2012,"KM7",0
"Ghana",2012,"KM7",0
"Namibia",2012,"KM7",0
"Seychellen",2012,"KM7",0
"Südafrika",2012,"KM7",0
"Brasilien",2012,"KM7",0
"Chile",2012,"KM7",0
"Ecuador",2012,"KM7",0
"Kanada",2012,"KM7",0
"Mexiko",2012,"KM7",0
"Uruguay",2012,"KM7",0
"USA",2012,"KM7",0
"Venezuela",2012,"KM7",0
"Vereinigte Arabische Emirate",2012,"KM7",0
"Bahrain",2012,"KM7",0
"Brunei",2012,"KM7",0
"Hong-Kong",2012,"KM7",0
"Indien",2012,"KM7",0
"Indonesien",2012,"KM7",0
"Japan",2012,"KM7",197408
"Jordanien",2012,"KM7",0
"Kasachstan",2012,"KM7",0
"Katar",2012,"KM7",0
"Südkorea",2012,"KM7",0
"Kuwait",2012,"KM7",0
"Macau",2012,"KM7",0
"Malaysia",2012,"KM7",0
"Oman",2012,"KM7",0
"Pakistan",2012,"KM7",0
"Saudi-Arabien",2012,"KM7",0
"Singapur",2012,"KM7",0
"Thailand",2012,"KM7",0
"Australien",2012,"KM7",0
"Neuseeland",2012,"KM7",0
"Belgien",2013,"KM7",0
"Bosnien-Herzegowina",2013,"KM7",0
"Bulgarien",2013,"KM7",0
"Dänemark",2013,"KM7",0
"Deutschland",2013,"KM7",8368
"Estland",2013,"KM7",0
"Finnland",2013,"KM7",0
"Frankreich",2013,"KM7",0
"Griechenland",2013,"KM7",0
"Grossbritannien",2013,"KM7",0
"Irland",2013,"KM7",0
"Italien",2013,"KM7",0
"Kosovo",2013,"KM7",0
"Kroatien",2013,"KM7",0
"Lettland",2013,"KM7",0
"Litauen",2013,"KM7",0
"Luxemburg",2013,"KM7",0
"Malta",2013,"KM7",0
"Niederlande",2013,"KM7",0
"Norwegen",2013,"KM7",0
"Österreich",2013,"KM7",0
"Polen",2013,"KM7",0
"Portugal",2013,"KM7",0
"Rumänien",2013,"KM7",0
"Russland",2013,"KM7",0
"Schweden",2013,"KM7",0
"Serbien",2013,"KM7",0
"Slowakei",2013,"KM7",0
"Slowenien",2013,"KM7",0
"Spanien",2013,"KM7",0
"Tschechien",2013,"KM7",0
"Türkei",2013,"KM7",0
"Ukraine",2013,"KM7",0
"Ungarn",2013,"KM7",0
"Zypern",2013,"KM7",0
"Ghana",2013,"KM7",0
"Kenia",2013,"KM7",0
"Mali",2013,"KM7",0
"Seychellen",2013,"KM7",0
"Südafrika",2013,"KM7",0
"Argentinien",2013,"KM7",0
"Brasilien",2013,"KM7",0
"Chile",2013,"KM7",0
"Ecuador",2013,"KM7",0
"Kanada",2013,"KM7",0
"Mexiko",2013,"KM7",0
"USA",2013,"KM7",64901
"Venezuela",2013,"KM7",0
"Vereinigte Arabische Emirate",2013,"KM7",0
"Bahrain",2013,"KM7",0
"Brunei",2013,"KM7",0
"Hong-Kong",2013,"KM7",0
"Indien",2013,"KM7",0
"Indonesien",2013,"KM7",0
"Israel",2013,"KM7",0
"Japan",2013,"KM7",102825
"Jordanien",2013,"KM7",0
"Katar",2013,"KM7",0
"Südkorea",2013,"KM7",0
"Kuwait",2013,"KM7",0
"Libanon",2013,"KM7",0
"Macau",2013,"KM7",0
"Malaysia",2013,"KM7",0
"Oman",2013,"KM7",0
"Pakistan",2013,"KM7",0
"Saudi-Arabien",2013,"KM7",0
"Singapur",2013,"KM7",0
"Thailand",2013,"KM7",0
"Vietnam",2013,"KM7",0
"Australien",2013,"KM7",0
"Neuseeland",2013,"KM7",0
"Belgien",2014,"KM7",0
"Bosnien-Herzegowina",2014,"KM7",0
"Bulgarien",2014,"KM7",0
"Dänemark",2014,"KM7",0
"Deutschland",2014,"KM7",14453
"Estland",2014,"KM7",0
"Finnland",2014,"KM7",0
"Frankreich",2014,"KM7",0
"Georgien",2014,"KM7",0
"Griechenland",2014,"KM7",0
"Grossbritannien",2014,"KM7",10937
"Irland",2014,"KM7",0
"Island",2014,"KM7",0
"Italien",2014,"KM7",0
"Kosovo",2014,"KM7",0
"Kroatien",2014,"KM7",0
"Lettland",2014,"KM7",0
"Litauen",2014,"KM7",0
"Luxemburg",2014,"KM7",0
"Malta",2014,"KM7",0
"Niederlande",2014,"KM7",0
"Norwegen",2014,"KM7",0
"Österreich",2014,"KM7",0
"Polen",2014,"KM7",0
"Portugal",2014,"KM7",0
"Rumänien",2014,"KM7",0
"Russland",2014,"KM7",0
"Schweden",2014,"KM7",0
"Slowakei",2014,"KM7",0
"Slowenien",2014,"KM7",0
"Spanien",2014,"KM7",0
"Tschechien",2014,"KM7",0
"Türkei",2014,"KM7",0
"Ukraine",2014,"KM7",0
"Ungarn",2014,"KM7",0
"Kenia",2014,"KM7",0
"Mauretanien",2014,"KM7",0
"Südafrika",2014,"KM7",0
"Tunesien",2014,"KM7",0
"Niederländische Antillen",2014,"KM7",0
"Bermuda",2014,"KM7",0
"Brasilien",2014,"KM7",0
"Chile",2014,"KM7",0
"Ecuador",2014,"KM7",0
"Kanada",2014,"KM7",0
"Paraguay",2014,"KM7",0
"USA",2014,"KM7",0
"Vereinigte Arabische Emirate",2014,"KM7",0
"Bahrain",2014,"KM7",0
"Brunei",2014,"KM7",0
"Hong-Kong",2014,"KM7",0
"Indien",2014,"KM7",0
"Indonesien",2014,"KM7",0
"Israel",2014,"KM7",0
"Japan",2014,"KM7",148945
"Jordanien",2014,"KM7",0
"Kasachstan",2014,"KM7",0
"Katar",2014,"KM7",0
"Südkorea",2014,"KM7",0
"Kuwait",2014,"KM7",0
"Libanon",2014,"KM7",0
"Macau",2014,"KM7",0
"Malaysia",2014,"KM7",0
"Oman",2014,"KM7",0
"Pakistan",2014,"KM7",0
"Saudi-Arabien",2014,"KM7",0
"Singapur",2014,"KM7",0
"Thailand",2014,"KM7",0
"Vietnam",2014,"KM7",0
"Australien",2014,"KM7",0
"Französisch-Polynesien",2014,"KM7",0
"Neuseeland",2014,"KM7",0
"Belgien",2015,"KM7",0
"Bosnien-Herzegowina",2015,"KM7",5145
"Bulgarien",2015,"KM7",0
"Dänemark",2015,"KM7",0
"Deutschland",2015,"KM7",12945
"Estland",2015,"KM7",0
"Finnland",2015,"KM7",0
"Frankreich",2015,"KM7",0
"Griechenland",2015,"KM7",0
"Grossbritannien",2015,"KM7",0
"Irland",2015,"KM7",0
"Island",2015,"KM7",0
"Italien",2015,"KM7",0
"Kosovo",2015,"KM7",0
"Kroatien",2015,"KM7",0
"Lettland",2015,"KM7",0
"Litauen",2015,"KM7",0
"Luxemburg",2015,"KM7",0
"Malta",2015,"KM7",0
"Niederlande",2015,"KM7",0
"Norwegen",2015,"KM7",0
"Österreich",2015,"KM7",0
"Polen",2015,"KM7",0
"Portugal",2015,"KM7",0
"Rumänien",2015,"KM7",0
"Russland",2015,"KM7",0
"Schweden",2015,"KM7",0
"Slowakei",2015,"KM7",0
"Slowenien",2015,"KM7",0
"Spanien",2015,"KM7",0
"Tschechien",2015,"KM7",0
"Türkei",2015,"KM7",0
"Ungarn",2015,"KM7",0
"Heiliger Stuhl",2015,"KM7",0
"Zypern",2015,"KM7",0
"Ghana",2015,"KM7",0
"Kenia",2015,"KM7",0
"Senegal",2015,"KM7",0
"Südafrika",2015,"KM7",0
"Brasilien",2015,"KM7",0
"Chile",2015,"KM7",0
"Dominikanische Republik",2015,"KM7",0
"Ecuador",2015,"KM7",0
"El Salvador",2015,"KM7",0
"Kanada",2015,"KM7",0
"Mexiko",2015,"KM7",0
"Paraguay",2015,"KM7",0
"Uruguay",2015,"KM7",0
"USA",2015,"KM7",0
"Vereinigte Arabische Emirate",2015,"KM7",0
"Bahrain",2015,"KM7",0
"Brunei",2015,"KM7",0
"Hong-Kong",2015,"KM7",0
"Indien",2015,"KM7",0
"Indonesien",2015,"KM7",0
"Israel",2015,"KM7",0
"Japan",2015,"KM7",0
"Jordanien",2015,"KM7",0
"Katar",2015,"KM7",0
"Südkorea",2015,"KM7",0
"Kuwait",2015,"KM7",0
"Libanon",2015,"KM7",0
"Macau",2015,"KM7",0
"Malaysia",2015,"KM7",0
"Mongolei",2015,"KM7",0
"Oman",2015,"KM7",64837
"Pakistan",2015,"KM7",0
"Saudi-Arabien",2015,"KM7",0
"Singapur",2015,"KM7",6
"Australien",2015,"KM7",0
"Neuseeland",2015,"KM7",0
"Belgien",2016,"KM7",0
"Bosnien-Herzegowina",2016,"KM7",0
"Bulgarien",2016,"KM7",0
"Dänemark",2016,"KM7",0
"Deutschland",2016,"KM7",28503
"Estland",2016,"KM7",0
"Finnland",2016,"KM7",0
"Frankreich",2016,"KM7",0
"Griechenland",2016,"KM7",0
"Grossbritannien",2016,"KM7",3960
"Irland",2016,"KM7",0
"Island",2016,"KM7",0
"Italien",2016,"KM7",0
"Kroatien",2016,"KM7",0
"Lettland",2016,"KM7",0
"Litauen",2016,"KM7",0
"Luxemburg",2016,"KM7",0
"Malta",2016,"KM7",0
"Niederlande",2016,"KM7",0
"Norwegen",2016,"KM7",0
"Österreich",2016,"KM7",0
"Polen",2016,"KM7",0
"Portugal",2016,"KM7",3366
"Rumänien",2016,"KM7",0
"Schweden",2016,"KM7",0
"Serbien",2016,"KM7",0
"Slowakei",2016,"KM7",0
"Slowenien",2016,"KM7",0
"Spanien",2016,"KM7",0
"Tschechische Rep.",2016,"KM7",0
"Türkei",2016,"KM7",0
"Ungarn",2016,"KM7",0
"Zypern",2016,"KM7",0
"Kenia",2016,"KM7",0
"Mali",2016,"KM7",0
"Südafrika",2016,"KM7",0
"Tunesien",2016,"KM7",0
"Argentinien",2016,"KM7",0
"Brasilien",2016,"KM7",0
"Chile",2016,"KM7",0
"Kanada",2016,"KM7",0
"Kolumbien",2016,"KM7",0
"Mexiko",2016,"KM7",0
"Paraguay",2016,"KM7",0
"USA",2016,"KM7",4145
"Vereinigte Arabische Emirate",2016,"KM7",0
"Bahrain",2016,"KM7",0
"Bangladesch",2016,"KM7",0
"Brunei",2016,"KM7",0
"China",2016,"KM7",0
"Georgien",2016,"KM7",0
"Hong-Kong",2016,"KM7",0
"Indien",2016,"KM7",0
"Indonesien",2016,"KM7",0
"Israel",2016,"KM7",0
"Japan",2016,"KM7",0
"Jordanien",2016,"KM7",0
"Katar",2016,"KM7",0
"Südkorea",2016,"KM7",0
"Kuwait",2016,"KM7",0
"Macau",2016,"KM7",0
"Malaysia",2016,"KM7",0
"Oman",2016,"KM7",0
"Pakistan",2016,"KM7",0
"Philippinen",2016,"KM7",0
"Saudi-Arabien",2016,"KM7",0
"Singapur",2016,"KM7",27477
"Vietnam",2016,"KM7",0
"Australien",2016,"KM7",0
"Neuseeland",2016,"KM7",0
"Belgien",2000,"KM8",597558
"Dänemark",2000,"KM8",119578
"Deutschland",2000,"KM8",2352898
"Finnland",2000,"KM8",139590
"Frankreich",2000,"KM8",500
"Grossbritannien",2000,"KM8",100800
"Griechenland",2000,"KM8",0
"Island",2000,"KM8",0
"Italien",2000,"KM8",116320
"Litauen",2000,"KM8",0
"Luxemburg",2000,"KM8",0
"Malta",2000,"KM8",0
"Niederlande",2000,"KM8",1630715
"Norwegen",2000,"KM8",249471
"Österreich",2000,"KM8",1225637
"Polen",2000,"KM8",0
"Rumänien",2000,"KM8",5000
"Schweden",2000,"KM8",23660
"Slowakei",2000,"KM8",0
"Spanien",2000,"KM8",33250
"Tschechien",2000,"KM8",8262
"Ungarn",2000,"KM8",0
"Ägypten",2000,"KM8",139280
"Elfenbeinküste",2000,"KM8",0
"Guinea",2000,"KM8",0
"Kenia",2000,"KM8",0
"Niger",2000,"KM8",0
"Südafrika",2000,"KM8",11700
"Sudan",2000,"KM8",0
"Tansania",2000,"KM8",0
"Tunesien",2000,"KM8",0
"Argentinien",2000,"KM8",0
"Barbados",2000,"KM8",0
"Belize",2000,"KM8",0
"Brasilien",2000,"KM8",0
"Chile",2000,"KM8",0
"Ecuador",2000,"KM8",0
"Honduras",2000,"KM8",0
"Kanada",2000,"KM8",1458885
"El Salvador",2000,"KM8",0
"USA",2000,"KM8",2809757
"Venezuela",2000,"KM8",0
"Vereinigte Arabische Emirate",2000,"KM8",0
"Bahrain",2000,"KM8",0
"Brunei",2000,"KM8",0
"Hong-Kong",2000,"KM8",0
"Japan",2000,"KM8",554404
"Jordanien",2000,"KM8",0
"Kuwait",2000,"KM8",0
"Malaysia",2000,"KM8",0
"Oman",2000,"KM8",0
"Pakistan",2000,"KM8",0
"Philippinen",2000,"KM8",0
"Saudi-Arabien",2000,"KM8",0
"Singapur",2000,"KM8",1460091
"Südkorea",2000,"KM8",0
"Thailand",2000,"KM8",0
"Belgien",2001,"KM8",437331
"Dänemark",2001,"KM8",391
"Deutschland",2001,"KM8",2080067
"Finnland",2001,"KM8",0
"Frankreich",2001,"KM8",545
"Grossbritannien",2001,"KM8",47100
"Griechenland",2001,"KM8",5600
"Irland",2001,"KM8",0
"Island",2001,"KM8",0
"Italien",2001,"KM8",530136
"Kasachstan",2001,"KM8",0
"Luxemburg",2001,"KM8",0
"Lettland",2001,"KM8",0
"Litauen",2001,"KM8",0
"Malta",2001,"KM8",0
"Niederlande",2001,"KM8",2515655
"Norwegen",2001,"KM8",533642
"Österreich",2001,"KM8",5424040
"Polen",2001,"KM8",0
"Portugal",2001,"KM8",0
"Rumänien",2001,"KM8",0
"Schweden",2001,"KM8",0
"Slowakei",2001,"KM8",0
"Slowenien",2001,"KM8",0
"Spanien",2001,"KM8",1747543
"Tschechien",2001,"KM8",7425
"Türkei",2001,"KM8",0
"Zypern",2001,"KM8",0
"Ägypten",2001,"KM8",212545
"Botswana",2001,"KM8",0
"Burkina Faso",2001,"KM8",0
"Elfenbeinküste",2001,"KM8",0
"Gabun",2001,"KM8",0
"Kenia",2001,"KM8",0
"Madagaskar",2001,"KM8",0
"Malawi",2001,"KM8",0
"Südafrika",2001,"KM8",12000
"Sudan",2001,"KM8",0
"Sambia",2001,"KM8",0
"Uganda",2001,"KM8",0
"Vereinigte Arabische Emirate",2001,"KM8",0
"Australien",2001,"KM8",0
"Bahrain",2001,"KM8",0
"Hong-Kong",2001,"KM8",0
"Indien",2001,"KM8",0
"Indonesien",2001,"KM8",0
"Japan",2001,"KM8",2059765
"Jordanien",2001,"KM8",0
"Katar",2001,"KM8",0
"Südkorea",2001,"KM8",0
"Kuwait",2001,"KM8",0
"Macau",2001,"KM8",0
"Malaysia",2001,"KM8",0
"Neuseeland",2001,"KM8",0
"Oman",2001,"KM8",0
"Pakistan",2001,"KM8",0
"Philippinen",2001,"KM8",0
"Saudi-Arabien",2001,"KM8",0
"Singapur",2001,"KM8",134430
"Thailand",2001,"KM8",0
"Argentinien",2001,"KM8",0
"Barbados",2001,"KM8",0
"Brasilien",2001,"KM8",0
"Chile",2001,"KM8",0
"Kanada",2001,"KM8",511885
"USA",2001,"KM8",560405
"Belgien",2002,"KM8",970281
"Bosnien-Herzegowina",2002,"KM8",0
"Bulgarien",2002,"KM8",0
"Dänemark",2002,"KM8",0
"Deutschland",2002,"KM8",1481729
"Finnnland",2002,"KM8",0
"Frankreich",2002,"KM8",12986
"Grossbritannien",2002,"KM8",135830
"Irland",2002,"KM8",0
"Island",2002,"KM8",0
"Italien",2002,"KM8",0
"Lettland",2002,"KM8",0
"Luxemburg",2002,"KM8",0
"Niederlande",2002,"KM8",0
"Norwegen",2002,"KM8",236307
"Österreich",2002,"KM8",6939053
"Polen",2002,"KM8",0
"Rumänien",2002,"KM8",121000
"Schweden",2002,"KM8",0
"Slowakei",2002,"KM8",0
"Spanien",2002,"KM8",574428
"Tschechien",2002,"KM8",31150
"Türkei",2002,"KM8",0
"Ungarn",2002,"KM8",0
"Ägypten",2002,"KM8",0
"Benin",2002,"KM8",0
"Kap Verde",2002,"KM8",0
"Elfenbeinküste",2002,"KM8",0
"Gabun",2002,"KM8",0
"Südafrika",2002,"KM8",325920
"Sudan",2002,"KM8",0
"Tansania",2002,"KM8",0
"Tunesien",2002,"KM8",0
"Argentinien",2002,"KM8",0
"Barbados",2002,"KM8",0
"Brasilien",2002,"KM8",0
"Chile",2002,"KM8",0
"Dominikanische Republik",2002,"KM8",0
"Ecuador",2002,"KM8",0
"Kanada",2002,"KM8",0
"Macau",2002,"KM8",0
"USA",2002,"KM8",1556643
"Venezuela",2002,"KM8",0
"Vereinigte Arabische Emirate",2002,"KM8",0
"Bahrain",2002,"KM8",0
"Hong-Kong",2002,"KM8",0
"Israel",2002,"KM8",0
"Japan",2002,"KM8",0
"Jordanien",2002,"KM8",0
"Katar",2002,"KM8",0
"Südkorea",2002,"KM8",0
"Kuwait",2002,"KM8",0
"Malaysia",2002,"KM8",273110
"Oman",2002,"KM8",0
"Philippinen",2002,"KM8",0
"Saudi-Arabien",2002,"KM8",0
"Singapur",2002,"KM8",119794
"Thailand",2002,"KM8",0
"Australien",2002,"KM8",0
"Andorra",2003,"KM8",0
"Belgien",2003,"KM8",864283
"Bosnien-Herzegowina",2003,"KM8",0
"Bulgarien",2003,"KM8",0
"Dänemark",2003,"KM8",0
"Deutschland",2003,"KM8",1254951
"Estland",2003,"KM8",0
"Finnland",2003,"KM8",1330557
"Frankreich",2003,"KM8",0
"Griechenland",2003,"KM8",0
"Grossbritannien",2003,"KM8",1504513
"Irland",2003,"KM8",0
"Island",2003,"KM8",0
"Italien",2003,"KM8",237101
"Litauen",2003,"KM8",0
"Luxemburg",2003,"KM8",0
"Malta",2003,"KM8",0
"Niederlande",2003,"KM8",8232
"Norwegen",2003,"KM8",9000
"Österreich",2003,"KM8",114951
"Polen",2003,"KM8",63195
"Portugal",2003,"KM8",0
"Rumänien",2003,"KM8",0
"Russland",2003,"KM8",0
"San Marino",2003,"KM8",0
"Schweden",2003,"KM8",0
"Slowakei",2003,"KM8",0
"Slowenien",2003,"KM8",0
"Spanien",2003,"KM8",609470
"Tschechien",2003,"KM8",0
"Türkei",2003,"KM8",0
"Ungarn",2003,"KM8",0
"Ägypten",2003,"KM8",112500
"Benin",2003,"KM8",0
"Botswana",2003,"KM8",0
"Gabun",2003,"KM8",0
"Ghana",2003,"KM8",0
"Südafrika",2003,"KM8",35000
"Tansania",2003,"KM8",0
"Tunesien",2003,"KM8",0
"Argentinien",2003,"KM8",0
"Barbados",2003,"KM8",0
"Brasilien",2003,"KM8",0
"Chile",2003,"KM8",0
"Dominikanische Republik",2003,"KM8",0
"Kanada",2003,"KM8",0
"USA",2003,"KM8",2096883
"Vereinigte Arabische Emirate",2003,"KM8",0
"Bahrain",2003,"KM8",0
"Indonesien",2003,"KM8",0
"Japan",2003,"KM8",0
"Jordanien",2003,"KM8",0
"Südkorea",2003,"KM8",0
"Kuwait",2003,"KM8",0
"Libanon",2003,"KM8",0
"Macau",2003,"KM8",0
"Malaysia",2003,"KM8",0
"Oman",2003,"KM8",0
"Pakistan",2003,"KM8",0
"Philippinen",2003,"KM8",0
"Saudi-Arabien",2003,"KM8",0
"Singapur",2003,"KM8",41790
"Thailand",2003,"KM8",0
"Australien",2003,"KM8",0
"Neuseeland",2003,"KM8",0
"Belgien",2004,"KM8",150489
"Bosnien-Herzegowina",2004,"KM8",0
"Bulgarien",2004,"KM8",0
"Dänemark",2004,"KM8",0
"Deutschland",2004,"KM8",1172148
"Estland",2004,"KM8",0
"Finnland",2004,"KM8",0
"Frankreich",2004,"KM8",13362
"Griechenland",2004,"KM8",0
"Grossbritannien",2004,"KM8",10130181
"Irland",2004,"KM8",0
"Italien",2004,"KM8",43667
"Lettland",2004,"KM8",0
"Litauen",2004,"KM8",0
"Luxemburg",2004,"KM8",0
"Malta",2004,"KM8",0
"Niederlande",2004,"KM8",0
"Norwegen",2004,"KM8",105200
"Österreich",2004,"KM8",15120
"Polen",2004,"KM8",0
"Portugal",2004,"KM8",0
"Rumänien",2004,"KM8",0
"Russland",2004,"KM8",0
"San Marino",2004,"KM8",0
"Schweden",2004,"KM8",0
"Slowakei",2004,"KM8",0
"Slowenien",2004,"KM8",0
"Spanien",2004,"KM8",1777697
"Tschechien",2004,"KM8",1462
"Türkei",2004,"KM8",0
"Ungarn",2004,"KM8",0
"Ägypten",2004,"KM8",0
"Botswana",2004,"KM8",0
"Kenia",2004,"KM8",0
"Südafrika",2004,"KM8",95723
"Tunesien",2004,"KM8",0
"Argentinien",2004,"KM8",0
"Brasilien",2004,"KM8",2750
"Chile",2004,"KM8",0
"Dominikanische Republik",2004,"KM8",0
"Kanada",2004,"KM8",0
"Uruguay",2004,"KM8",0
"USA",2004,"KM8",1363744
"Vereinigte Arabische Emirate",2004,"KM8",25
"Bahrain",2004,"KM8",0
"Hong-Kong",2004,"KM8",0
"Indonesien",2004,"KM8",0
"Japan",2004,"KM8",0
"Jordanien",2004,"KM8",0
"Südkorea",2004,"KM8",0
"Kuwait",2004,"KM8",0
"Libanon",2004,"KM8",0
"Macau",2004,"KM8",0
"Malaysia",2004,"KM8",0
"Oman",2004,"KM8",0
"Saudi-Arabien",2004,"KM8",0
"Singapur",2004,"KM8",115340
"Thailand",2004,"KM8",0
"Australien",2004,"KM8",0
"Belgien",2005,"KM8",157095
"Bosnien-Herzegowina",2005,"KM8",0
"Bulgarien",2005,"KM8",0
"Dänemark",2005,"KM8",0
"Deutschland",2005,"KM8",2925662
"Estland",2005,"KM8",0
"Finnland",2005,"KM8",170932
"Frankreich",2005,"KM8",0
"Griechenland",2005,"KM8",0
"Grossbritannien",2005,"KM8",9053258
"Irland",2005,"KM8",0
"Island",2005,"KM8",0
"Italien",2005,"KM8",498587
"Kasachstan",2005,"KM8",0
"Kirgisistan",2005,"KM8",0
"Kroatien",2005,"KM8",0
"Litauen",2005,"KM8",0
"Luxemburg",2005,"KM8",0
"Malta",2005,"KM8",0
"Niederlande",2005,"KM8",11852
"Norwegen",2005,"KM8",203250
"Österreich",2005,"KM8",101160
"Polen",2005,"KM8",42852
"Portugal",2005,"KM8",0
"Rumänien",2005,"KM8",0
"San Marino",2005,"KM8",0
"Schweden",2005,"KM8",315235
"Slowakei",2005,"KM8",0
"Slowenien",2005,"KM8",0
"Spanien",2005,"KM8",717983
"Tschechien",2005,"KM8",0
"Türkei",2005,"KM8",0
"Ungarn",2005,"KM8",0
"Zypern",2005,"KM8",0
"Ägypten",2005,"KM8",0
"Benin",2005,"KM8",0
"Botswana",2005,"KM8",0
"Burkina Faso",2005,"KM8",0
"Kamerun",2005,"KM8",0
"Libyen",2005,"KM8",0
"Namibia",2005,"KM8",0
"Niger",2005,"KM8",0
"Südafrika",2005,"KM8",210388
"Tunesien",2005,"KM8",0
"Argentinien",2005,"KM8",0
"Barbados",2005,"KM8",0
"Brasilien",2005,"KM8",0
"Chile",2005,"KM8",0
"Costa Rica",2005,"KM8",0
"Dominikanische Republik",2005,"KM8",0
"Kanada",2005,"KM8",0
"Peru",2005,"KM8",0
"USA",2005,"KM8",1490614
"Vereinigte Arabische Emirate",2005,"KM8",0
"Bahrain",2005,"KM8",0
"Bhutan",2005,"KM8",0
"Brunei",2005,"KM8",0
"Hong-Kong",2005,"KM8",0
"Indien",2005,"KM8",0
"Indonesien",2005,"KM8",0
"Japan",2005,"KM8",0
"Jordanien",2005,"KM8",0
"Kuwait",2005,"KM8",0
"Libanon",2005,"KM8",0
"Macau",2005,"KM8",0
"Malaysia",2005,"KM8",0
"Oman",2005,"KM8",0
"Saudi-Arabien",2005,"KM8",0
"Singapur",2005,"KM8",130500
"Thailand",2005,"KM8",0
"Australien",2005,"KM8",0
"Neuseeland",2005,"KM8",0
"Belgien",2006,"KM8",41260
"Bosnien-Herzegowina",2006,"KM8",0
"Bulgarien",2006,"KM8",0
"Dänemark",2006,"KM8",214217
"Deutschland",2006,"KM8",2242842
"Estland",2006,"KM8",0
"Finnland",2006,"KM8",0
"Frankreich",2006,"KM8",10000
"Griechenland",2006,"KM8",0
"Grossbritannien",2006,"KM8",9013508
"Irland",2006,"KM8",0
"Island",2006,"KM8",0
"Italien",2006,"KM8",26154
"Kroatien",2006,"KM8",0
"Lettland",2006,"KM8",0
"Litauen",2006,"KM8",0
"Luxemburg",2006,"KM8",0
"Niederlande",2006,"KM8",12517
"Norwegen",2006,"KM8",0
"Österreich",2006,"KM8",0
"Polen",2006,"KM8",0
"Portugal",2006,"KM8",0
"Rumänien",2006,"KM8",0
"San Marino",2006,"KM8",0
"Schweden",2006,"KM8",329249
"Slowakei",2006,"KM8",0
"Slowenien",2006,"KM8",0
"Spanien",2006,"KM8",605368
"Tschechien",2006,"KM8",0
"Türkei",2006,"KM8",0
"Ungarn",2006,"KM8",0
"Zypern",2006,"KM8",0
"Ägypten",2006,"KM8",0
"Benin",2006,"KM8",0
"Botswana",2006,"KM8",0
"Guinea-Bissau",2006,"KM8",0
"Kamerun",2006,"KM8",0
"Namibia",2006,"KM8",0
"Niger",2006,"KM8",0
"Südafrika",2006,"KM8",123859
"Argentinien",2006,"KM8",0
"Barbados",2006,"KM8",0
"Brasilien",2006,"KM8",0
"Chile",2006,"KM8",0
"Kanada",2006,"KM8",0
"USA",2006,"KM8",66052
"Vereinigte Arabische Emirate",2006,"KM8",0
"Bahrain",2006,"KM8",0
"Hong-Kong",2006,"KM8",0
"Indien",2006,"KM8",0
"Japan",2006,"KM8",0
"Jordanien",2006,"KM8",0
"Katar",2006,"KM8",0
"Südkorea",2006,"KM8",0
"Kuwait",2006,"KM8",0
"Macau",2006,"KM8",0
"Malaysia",2006,"KM8",512600
"Oman",2006,"KM8",0
"Saudi-Arabien",2006,"KM8",0
"Singapur",2006,"KM8",210400
"Australien",2006,"KM8",0
"Neuseeland",2006,"KM8",0
"Belgien",2007,"KM8",375527
"Bosnien-Herzegowina",2007,"KM8",0
"Bulgarien",2007,"KM8",0
"Dänemark",2007,"KM8",721361
"Deutschland",2007,"KM8",2859034
"Estland",2007,"KM8",0
"Finnland",2007,"KM8",96762
"Frankreich",2007,"KM8",442783
"Griechenland",2007,"KM8",0
"Grossbritannien",2007,"KM8",10461958
"Irland",2007,"KM8",0
"Island",2007,"KM8",0
"Italien",2007,"KM8",0
"Kasachstan",2007,"KM8",0
"Kroatien",2007,"KM8",0
"Litauen",2007,"KM8",0
"Luxemburg",2007,"KM8",0
"Malta",2007,"KM8",0
"Niederlande",2007,"KM8",30700
"Norwegen",2007,"KM8",823278
"Österreich",2007,"KM8",211179
"Polen",2007,"KM8",0
"Portugal",2007,"KM8",0
"Rumänien",2007,"KM8",0
"Russland",2007,"KM8",0
"San Marino",2007,"KM8",0
"Schweden",2007,"KM8",414462
"Slowakei",2007,"KM8",0
"Slowenien",2007,"KM8",0
"Spanien",2007,"KM8",184000
"Tschechien",2007,"KM8",0
"Türkei",2007,"KM8",0
"Ukraine",2007,"KM8",0
"Ungarn",2007,"KM8",0
"Zypern",2007,"KM8",0
"Ägypten",2007,"KM8",0
"Kenia",2007,"KM8",0
"Niger",2007,"KM8",0
"Südafrika",2007,"KM8",0
"Argentinien",2007,"KM8",0
"Barbados",2007,"KM8",0
"Brasilien",2007,"KM8",0
"Chile",2007,"KM8",0
"Kanada",2007,"KM8",0
"USA",2007,"KM8",658466
"Uruguay",2007,"KM8",0
"Venezuela",2007,"KM8",0
"Vereinigte Arabische Emirate",2007,"KM8",0
"Bahrain",2007,"KM8",0
"Hong-Kong",2007,"KM8",0
"Indien",2007,"KM8",0
"Japan",2007,"KM8",0
"Jordanien",2007,"KM8",0
"Katar",2007,"KM8",0
"Südkorea",2007,"KM8",1031280
"Kuwait",2007,"KM8",0
"Libanon",2007,"KM8",0
"Macau",2007,"KM8",0
"Malaysia",2007,"KM8",844392
"Oman",2007,"KM8",0
"Pakistan",2007,"KM8",0
"Saudi-Arabien",2007,"KM8",0
